+-------------------------------------------------+------------------+-------------------------------------------+---------------------------------------------------------------------------+-----+
| Registry name                                   |         Meta/dmg | Display name                              | Ore Dict Keys                                                             | NBT |
| minecraft:water_bucket                          |                0 | Water Bucket                              | listAllwater                                                              | -   |
| minecraft:wheat                                 |                0 | Wheat                                     | cropWheat, flourEqualswheat, listAllgrain                                 | -   |
| minecraft:wheat_seeds                           |                0 | Seeds                                     | listAllseed                                                               | -   |
| minecraft:wooden_door                           |                0 | Oak Door                                  | door, doorWood                                                            | -   |
| minecraft:wooden_slab                           |                0 | Oak Wood Slab                             | slabWood, slabWoodOak                                                     | -   |
| minecraft:wooden_slab                           |                1 | Spruce Wood Slab                          | slabWood, slabWoodSpruce                                                  | -   |
| minecraft:wooden_slab                           |                2 | Birch Wood Slab                           | slabWood, slabWoodBirch                                                   | -   |
| minecraft:wooden_slab                           |                3 | Jungle Wood Slab                          | slabWood, slabWoodJungle                                                  | -   |
| minecraft:wooden_slab                           |                4 | Acacia Wood Slab                          | slabWood, slabWoodAcacia                                                  | -   |
| minecraft:wooden_slab                           |                5 | Dark Oak Wood Slab                        | slabWood, slabWoodDarkOak                                                 | -   |
| minecraft:wooden_slab                           | (WILDCARD) 32767 | -                                         | slabWood                                                                  | -   |
| minecraft:wool                                  | (WILDCARD) 32767 | -                                         | blockWool, wool                                                           | -   |
| minecraft:yellow_flower                         |                0 | Dandelion                                 | flowerYellow                                                              | -   |
| minecraft:yellow_flower                         |                1 | Dandelion                                 | plant                                                                     | -   |
| modernmetals:aluminum_arrow                     |                0 | Aluminum Arrow                            | arrowAluminum                                                             | -   |
| modernmetals:aluminum_bars                      |                0 | Aluminum Bars                             | bars, barsAluminium, barsAluminum                                         | -   |
| modernmetals:aluminum_block                     |                0 | Aluminum Block                            | blockAluminium, blockAluminum                                             | -   |
| modernmetals:aluminum_bolt                      |                0 | Aluminum Bolt                             | ammoBolt                                                                  | -   |
| modernmetals:aluminum_door_item                 |                0 | Aluminum Door                             | door, doorAluminum                                                        | -   |
| modernmetals:aluminum_gear                      |                0 | Aluminum Gear                             | gear, gearAluminium, gearAluminum                                         | -   |
| modernmetals:aluminum_ingot                     |                0 | Aluminum Ingot                            | ingotAluminium, ingotAluminum                                             | -   |
| modernmetals:aluminum_nugget                    |                0 | Aluminum Nugget                           | nuggetAluminium, nuggetAluminum                                           | -   |
| modernmetals:aluminum_ore                       |                0 | Aluminum Ore                              | oreAluminium, oreAluminum                                                 | -   |
| modernmetals:aluminum_plate                     |                0 | Aluminum Plate                            | plateAluminium, plateAluminum                                             | -   |
| modernmetals:aluminum_powder                    |                0 | Powdered Aluminum                         | dustAluminium, dustAluminum                                               | -   |
| modernmetals:aluminum_rod                       |                0 | Aluminum Rod                              | rod, rodAluminium, rodAluminum, stickAluminum                             | -   |
| modernmetals:aluminum_smallpowder               |                0 | Small Pile of Powdered Aluminum           | smalldustAluminum                                                         | -   |
| modernmetals:aluminum_trapdoor                  |                0 | Aluminum Trapdoor                         | trapdoor, trapdoorAluminium, trapdoorAluminum                             | -   |
| modernmetals:aluminumbrass_arrow                |                0 | Aluminum Brass Arrow                      | arrowAluminumbrass                                                        | -   |
| modernmetals:aluminumbrass_bars                 |                0 | Aluminum Brass Bars                       | bars, barsAluminiumbrass, barsAluminumbrass, barsAlurass                  | -   |
| modernmetals:aluminumbrass_blend                |                0 | Aluminum Brass Blend                      | dustAlubrass, dustAluminiumbrass, dustAluminumbrass                       | -   |
| modernmetals:aluminumbrass_block                |                0 | Aluminum Brass Block                      | blockAlubrass, blockAluminiumbrass, blockAluminumbrass                    | -   |
| modernmetals:aluminumbrass_bolt                 |                0 | Aluminum Brass Bolt                       | ammoBolt                                                                  | -   |
| modernmetals:aluminumbrass_door_item            |                0 | Aluminum Brass Door                       | door, doorAluminumbrass                                                   | -   |
| modernmetals:aluminumbrass_gear                 |                0 | Aluminum Brass Gear                       | gear, gearAlubrass, gearAluminiumbrass, gearAluminumbrass                 | -   |
| modernmetals:aluminumbrass_ingot                |                0 | Aluminum Brass Ingot                      | ingotAlubrass, ingotAluminiumbrass, ingotAluminumbrass                    | -   |
| modernmetals:aluminumbrass_nugget               |                0 | Aluminum Brass Nugget                     | nuggetAlubrass, nuggetAluminiumbrass, nuggetAluminumbrass                 | -   |
| modernmetals:aluminumbrass_plate                |                0 | Aluminum Brass Plate                      | plateAlubrass, plateAluminiumbrass, plateAluminumbrass                    | -   |
| modernmetals:aluminumbrass_powder               |                0 | Powdered Aluminum Brass                   | dustAlubrass, dustAluminiumbrass, dustAluminumbrass                       | -   |
| modernmetals:aluminumbrass_rod                  |                0 | Aluminum Brass Rod                        | rod, rodAlubrass, rodAluminiumbrass, rodAluminumbrass, stickAluminumbrass | -   |
| modernmetals:aluminumbrass_smallblend           |                0 | Small Pile of Aluminum Brass Blend        | smalldustAluminumbrass                                                    | -   |
| modernmetals:aluminumbrass_smallpowder          |                0 | Small Pile of Powdered Aluminum Brass     | smalldustAluminumbrass                                                    | -   |
| modernmetals:aluminumbrass_trapdoor             |                0 | Aluminum Brass Trapdoor                   | trapdoor, trapdoorAlubrass, trapdoorAluminiumbrass, trapdoorAluminumbrass | -   |
| modernmetals:cadmium_arrow                      |                0 | Cadmium Arrow                             | arrowCadmium                                                              | -   |
| modernmetals:cadmium_bars                       |                0 | Cadmium Bars                              | bars, barsCadmium                                                         | -   |
| modernmetals:cadmium_block                      |                0 | Cadmium Block                             | blockCadmium                                                              | -   |
| modernmetals:cadmium_bolt                       |                0 | Cadmium Bolt                              | ammoBolt                                                                  | -   |
| modernmetals:cadmium_door_item                  |                0 | Cadmium Door                              | door, doorCadmium                                                         | -   |
| modernmetals:cadmium_gear                       |                0 | Cadmium Gear                              | gear, gearCadmium                                                         | -   |
| modernmetals:cadmium_ingot                      |                0 | Cadmium Ingot                             | ingotCadmium                                                              | -   |
| modernmetals:cadmium_nugget                     |                0 | Cadmium Nugget                            | nuggetCadmium                                                             | -   |
| modernmetals:cadmium_ore                        |                0 | Cadmium Ore                               | oreCadmium                                                                | -   |
| modernmetals:cadmium_plate                      |                0 | Cadmium Plate                             | plateCadmium                                                              | -   |
| modernmetals:cadmium_powder                     |                0 | Powdered Cadmium                          | dustCadmium                                                               | -   |
| modernmetals:cadmium_rod                        |                0 | Cadmium Rod                               | rod, rodCadmium, stickCadmium                                             | -   |
| modernmetals:cadmium_smallpowder                |                0 | Small Pile of Powdered Cadmium            | smalldustCadmium                                                          | -   |
| modernmetals:cadmium_trapdoor                   |                0 | Cadmium Trapdoor                          | trapdoor, trapdoorCadmium                                                 | -   |
| modernmetals:chromium_arrow                     |                0 | Chromium Arrow                            | arrowChromium                                                             | -   |
| modernmetals:chromium_bars                      |                0 | Chromium Bars                             | bars, barsChromium                                                        | -   |
| modernmetals:chromium_block                     |                0 | Chromium Block                            | blockChromium                                                             | -   |
| modernmetals:chromium_bolt                      |                0 | Chromium Bolt                             | ammoBolt                                                                  | -   |
| modernmetals:chromium_door_item                 |                0 | Chromium Door                             | door, doorChromium                                                        | -   |
| modernmetals:chromium_gear                      |                0 | Chromium Gear                             | gear, gearChromium                                                        | -   |
| modernmetals:chromium_ingot                     |                0 | Chromium Ingot                            | ingotChromium                                                             | -   |
| modernmetals:chromium_nugget                    |                0 | Chromium Nugget                           | nuggetChromium                                                            | -   |
| modernmetals:chromium_ore                       |                0 | Chromium Ore                              | oreChromium                                                               | -   |
| modernmetals:chromium_plate                     |                0 | Chromium Plate                            | plateChromium                                                             | -   |
| modernmetals:chromium_powder                    |                0 | Powdered Chromium                         | dustChromium                                                              | -   |
| modernmetals:chromium_rod                       |                0 | Chromium Rod                              | rod, rodChromium, stickChromium                                           | -   |
| modernmetals:chromium_smallpowder               |                0 | Small Pile of Powdered Chromium           | smalldustChromium                                                         | -   |
| modernmetals:chromium_trapdoor                  |                0 | Chromium Trapdoor                         | trapdoor, trapdoorChromium                                                | -   |
| modernmetals:galvanizedsteel_arrow              |                0 | Galvanized Steel Arrow                    | arrowGalvanizedsteel                                                      | -   |
| modernmetals:galvanizedsteel_bars               |                0 | Galvanized Steel Bars                     | bars, barsGalvanizedsteel                                                 | -   |
| modernmetals:galvanizedsteel_blend              |                0 | Galvanized Steel Blend                    | dustGalvanizedsteel                                                       | -   |
| modernmetals:galvanizedsteel_block              |                0 | Galvanized Steel Block                    | blockGalvanizedsteel                                                      | -   |
| modernmetals:galvanizedsteel_bolt               |                0 | Galvanized Steel Bolt                     | ammoBolt                                                                  | -   |
| modernmetals:galvanizedsteel_door_item          |                0 | Galvanized Steel Door                     | door, doorGalvanizedsteel                                                 | -   |
| modernmetals:galvanizedsteel_gear               |                0 | Galvanized Steel Gear                     | gear, gearGalvanizedsteel                                                 | -   |
| modernmetals:galvanizedsteel_ingot              |                0 | Galvanized Steel Ingot                    | ingotGalvanizedsteel                                                      | -   |
| modernmetals:galvanizedsteel_nugget             |                0 | Galvanized Steel Nugget                   | nuggetGalvanizedsteel                                                     | -   |
| modernmetals:galvanizedsteel_ore                |                0 | Galvanized Steel Ore                      | oreGalvanizedsteel                                                        | -   |
| modernmetals:galvanizedsteel_plate              |                0 | Galvanized Steel Plate                    | plateGalvanizedsteel                                                      | -   |
| modernmetals:galvanizedsteel_powder             |                0 | Powdered Galvanized Steel                 | dustGalvanizedsteel                                                       | -   |
| modernmetals:galvanizedsteel_rod                |                0 | Galvanized Steel Rod                      | rod, rodGalvanizedsteel, stickGalvanizedsteel                             | -   |
| modernmetals:galvanizedsteel_smallblend         |                0 | Small Pile of Galvanized Steel Blend      | smalldustGalvanizedsteel                                                  | -   |
| modernmetals:galvanizedsteel_smallpowder        |                0 | Small Pile of Powdered Galvanized Steel   | smalldustGalvanizedsteel                                                  | -   |
| modernmetals:galvanizedsteel_trapdoor           |                0 | Galvanized Steel Trapdoor                 | trapdoor, trapdoorGalvanizedsteel                                         | -   |
| modernmetals:iridium_arrow                      |                0 | Iridium Arrow                             | arrowIridium                                                              | -   |
| modernmetals:iridium_bars                       |                0 | Iridium Bars                              | bars, barsIridium                                                         | -   |
| modernmetals:iridium_block                      |                0 | Iridium Block                             | blockIridium                                                              | -   |
| modernmetals:iridium_bolt                       |                0 | Iridium Bolt                              | ammoBolt                                                                  | -   |
| modernmetals:iridium_door_item                  |                0 | Iridium Door                              | door, doorIridium                                                         | -   |
| modernmetals:iridium_gear                       |                0 | Iridium Gear                              | gear, gearIridium                                                         | -   |
| modernmetals:iridium_ingot                      |                0 | Iridium Ingot                             | ingotIridium                                                              | -   |
| modernmetals:iridium_nugget                     |                0 | Iridium Nugget                            | nuggetIridium                                                             | -   |
| modernmetals:iridium_ore                        |                0 | Iridium Ore                               | oreIridium                                                                | -   |
| modernmetals:iridium_plate                      |                0 | Iridium Plate                             | plateIridium                                                              | -   |
| modernmetals:iridium_powder                     |                0 | Powdered Iridium                          | dustIridium                                                               | -   |
| modernmetals:iridium_rod                        |                0 | Iridium Rod                               | rod, rodIridium, stickIridium                                             | -   |
| modernmetals:iridium_smallpowder                |                0 | Small Pile of Powdered Iridium            | smalldustIridium                                                          | -   |
| modernmetals:iridium_trapdoor                   |                0 | Iridium Trapdoor                          | trapdoor, trapdoorIridium                                                 | -   |
| modernmetals:magnesium_arrow                    |                0 | Magnesium Arrow                           | arrowMagnesium                                                            | -   |
| modernmetals:magnesium_bars                     |                0 | Magnesium Bars                            | bars, barsMagnesium                                                       | -   |
| modernmetals:magnesium_block                    |                0 | Magnesium Block                           | blockMagnesium                                                            | -   |
| modernmetals:magnesium_bolt                     |                0 | Magnesium Bolt                            | ammoBolt                                                                  | -   |
| modernmetals:magnesium_door_item                |                0 | Magnesium Door                            | door, doorMagnesium                                                       | -   |
| modernmetals:magnesium_gear                     |                0 | Magnesium Gear                            | gear, gearMagnesium                                                       | -   |
| modernmetals:magnesium_ingot                    |                0 | Magnesium Ingot                           | ingotMagnesium                                                            | -   |
| modernmetals:magnesium_nugget                   |                0 | Magnesium Nugget                          | nuggetMagnesium                                                           | -   |
| modernmetals:magnesium_ore                      |                0 | Magnesium Ore                             | oreMagnesium                                                              | -   |
| modernmetals:magnesium_plate                    |                0 | Magnesium Plate                           | plateMagnesium                                                            | -   |
| modernmetals:magnesium_powder                   |                0 | Powdered Magnesium                        | dustMagnesium                                                             | -   |
| modernmetals:magnesium_rod                      |                0 | Magnesium Rod                             | rod, rodMagnesium, stickMagnesium                                         | -   |
| modernmetals:magnesium_smallpowder              |                0 | Small Pile of Powdered Magnesium          | smalldustMagnesium                                                        | -   |
| modernmetals:magnesium_trapdoor                 |                0 | Magnesium Trapdoor                        | trapdoor, trapdoorMagnesium                                               | -   |
| modernmetals:manganese_arrow                    |                0 | Manganese Arrow                           | arrowManganese                                                            | -   |
| modernmetals:manganese_bars                     |                0 | Manganese Bars                            | bars, barsManganese                                                       | -   |
| modernmetals:manganese_block                    |                0 | Manganese Block                           | blockManganese                                                            | -   |
| modernmetals:manganese_bolt                     |                0 | Manganese Bolt                            | ammoBolt                                                                  | -   |
| modernmetals:manganese_door_item                |                0 | Manganese Door                            | door, doorManganese                                                       | -   |
| modernmetals:manganese_gear                     |                0 | Manganese Gear                            | gear, gearManganese                                                       | -   |
| modernmetals:manganese_ingot                    |                0 | Manganese Ingot                           | ingotManganese                                                            | -   |
| modernmetals:manganese_nugget                   |                0 | Manganese Nugget                          | nuggetManganese                                                           | -   |
| modernmetals:manganese_ore                      |                0 | Manganese Ore                             | oreManganese                                                              | -   |
| modernmetals:manganese_plate                    |                0 | Manganese Plate                           | plateManganese                                                            | -   |
| modernmetals:manganese_powder                   |                0 | Powdered Manganese                        | dustManganese                                                             | -   |
| modernmetals:manganese_rod                      |                0 | Manganese Rod                             | rod, rodManganese, stickManganese                                         | -   |
| modernmetals:manganese_smallpowder              |                0 | Small Pile of Powdered Manganese          | smalldustManganese                                                        | -   |
| modernmetals:manganese_trapdoor                 |                0 | Manganese Trapdoor                        | trapdoor, trapdoorManganese                                               | -   |
| modernmetals:nichrome_arrow                     |                0 | Nichrome Arrow                            | arrowNichrome                                                             | -   |
| modernmetals:nichrome_bars                      |                0 | Nichrome Bars                             | bars, barsNichrome                                                        | -   |
| modernmetals:nichrome_blend                     |                0 | Nichrome Blend                            | dustNichrome                                                              | -   |
| modernmetals:nichrome_block                     |                0 | Nichrome Block                            | blockNichrome                                                             | -   |
| modernmetals:nichrome_bolt                      |                0 | Nichrome Bolt                             | ammoBolt                                                                  | -   |
| modernmetals:nichrome_door_item                 |                0 | Nichrome Door                             | door, doorNichrome                                                        | -   |
| modernmetals:nichrome_gear                      |                0 | Nichrome Gear                             | gear, gearNichrome                                                        | -   |
| modernmetals:nichrome_ingot                     |                0 | Nichrome Ingot                            | ingotNichrome                                                             | -   |
| modernmetals:nichrome_nugget                    |                0 | Nichrome Nugget                           | nuggetNichrome                                                            | -   |
| modernmetals:nichrome_ore                       |                0 | Nichrome Ore                              | oreNichrome                                                               | -   |
| modernmetals:nichrome_plate                     |                0 | Nichrome Plate                            | plateNichrome                                                             | -   |
| modernmetals:nichrome_powder                    |                0 | Powdered Nichrome                         | dustNichrome                                                              | -   |
| modernmetals:nichrome_rod                       |                0 | Nichrome Rod                              | rod, rodNichrome, stickNichrome                                           | -   |
| modernmetals:nichrome_smallblend                |                0 | Small Pile of Nichrome Blend              | smalldustNichrome                                                         | -   |
| modernmetals:nichrome_smallpowder               |                0 | Small Pile of Powdered Nichrome           | smalldustNichrome                                                         | -   |
| modernmetals:nichrome_trapdoor                  |                0 | Nichrome Trapdoor                         | trapdoor, trapdoorNichrome                                                | -   |
| modernmetals:osmium_arrow                       |                0 | Osmium Arrow                              | arrowOsmium                                                               | -   |
| modernmetals:osmium_bars                        |                0 | Osmium Bars                               | bars, barsOsmium                                                          | -   |
| modernmetals:osmium_block                       |                0 | Osmium Block                              | blockOsmium                                                               | -   |
| modernmetals:osmium_bolt                        |                0 | Osmium Bolt                               | ammoBolt                                                                  | -   |
| modernmetals:osmium_door_item                   |                0 | Osmium Door                               | door, doorOsmium                                                          | -   |
| modernmetals:osmium_gear                        |                0 | Osmium Gear                               | gear, gearOsmium                                                          | -   |
| modernmetals:osmium_ingot                       |                0 | Osmium Ingot                              | ingotOsmium                                                               | -   |
| modernmetals:osmium_nugget                      |                0 | Osmium Nugget                             | nuggetOsmium                                                              | -   |
| modernmetals:osmium_ore                         |                0 | Osmium Ore                                | oreOsmium                                                                 | -   |
| modernmetals:osmium_plate                       |                0 | Osmium Plate                              | plateOsmium                                                               | -   |
| modernmetals:osmium_powder                      |                0 | Powdered Osmium                           | dustOsmium                                                                | -   |
| modernmetals:osmium_rod                         |                0 | Osmium Rod                                | rod, rodOsmium, stickOsmium                                               | -   |
| modernmetals:osmium_smallpowder                 |                0 | Small Pile of Powdered Osmium             | smalldustOsmium                                                           | -   |
| modernmetals:osmium_trapdoor                    |                0 | Osmium Trapdoor                           | trapdoor, trapdoorOsmium                                                  | -   |
| modernmetals:plutonium_arrow                    |                0 | Plutonium Arrow                           | arrowPlutonium                                                            | -   |
| modernmetals:plutonium_bars                     |                0 | Plutonium Bars                            | bars, barsPlutonium                                                       | -   |
| modernmetals:plutonium_block                    |                0 | Plutonium Block                           | blockPlutonium                                                            | -   |
| modernmetals:plutonium_bolt                     |                0 | Plutonium Bolt                            | ammoBolt                                                                  | -   |
| modernmetals:plutonium_door_item                |                0 | Plutonium Door                            | door, doorPlutonium                                                       | -   |
| modernmetals:plutonium_gear                     |                0 | Plutonium Gear                            | gear, gearPlutonium                                                       | -   |
| modernmetals:plutonium_ingot                    |                0 | Plutonium Ingot                           | ingotPlutonium                                                            | -   |
| modernmetals:plutonium_nugget                   |                0 | Plutonium Nugget                          | nuggetPlutonium                                                           | -   |
| modernmetals:plutonium_ore                      |                0 | Plutonium Ore                             | orePlutonium                                                              | -   |
| modernmetals:plutonium_plate                    |                0 | Plutonium Plate                           | platePlutonium                                                            | -   |
| modernmetals:plutonium_powder                   |                0 | Powdered Plutonium                        | dustPlutonium                                                             | -   |
| modernmetals:plutonium_rod                      |                0 | Plutonium Rod                             | rod, rodPlutonium, stickPlutonium                                         | -   |
| modernmetals:plutonium_smallpowder              |                0 | Small Pile of Powdered Plutonium          | smalldustPlutonium                                                        | -   |
| modernmetals:plutonium_trapdoor                 |                0 | Plutonium Trapdoor                        | trapdoor, trapdoorPlutonium                                               | -   |
| modernmetals:rutile_arrow                       |                0 | Rutile Arrow                              | arrowRutile                                                               | -   |
| modernmetals:rutile_bars                        |                0 | Rutile Bars                               | bars, barsRutile                                                          | -   |
| modernmetals:rutile_block                       |                0 | Rutile Block                              | blockRutile                                                               | -   |
| modernmetals:rutile_bolt                        |                0 | Rutile Bolt                               | ammoBolt                                                                  | -   |
| modernmetals:rutile_door_item                   |                0 | Rutile Door                               | door, doorRutile                                                          | -   |
| modernmetals:rutile_gear                        |                0 | Rutile Gear                               | gear, gearRutile                                                          | -   |
| modernmetals:rutile_ingot                       |                0 | Rutile Ingot                              | ingotRutile                                                               | -   |
| modernmetals:rutile_nugget                      |                0 | Rutile Nugget                             | nuggetRutile                                                              | -   |
| modernmetals:rutile_ore                         |                0 | Rutile Ore                                | oreRutile                                                                 | -   |
| modernmetals:rutile_plate                       |                0 | Rutile Plate                              | plateRutile                                                               | -   |
| modernmetals:rutile_powder                      |                0 | Powdered Rutile                           | dustRutile                                                                | -   |
| modernmetals:rutile_rod                         |                0 | Rutile Rod                                | rod, rodRutile, stickRutile                                               | -   |
| modernmetals:rutile_smallpowder                 |                0 | Small Pile of Powdered Rutile             | smalldustRutile                                                           | -   |
| modernmetals:rutile_trapdoor                    |                0 | Rutile Trapdoor                           | trapdoor, trapdoorRutile                                                  | -   |
| modernmetals:stainlesssteel_arrow               |                0 | Stainless Steel Arrow                     | arrowStainlesssteel                                                       | -   |
| modernmetals:stainlesssteel_bars                |                0 | Stainless Steel Bars                      | bars, barsStainlesssteel                                                  | -   |
| modernmetals:stainlesssteel_blend               |                0 | Stainless Steel Blend                     | dustStainlesssteel                                                        | -   |
| modernmetals:stainlesssteel_block               |                0 | Stainless Steel Block                     | blockStainlesssteel                                                       | -   |
| modernmetals:stainlesssteel_bolt                |                0 | Stainless Steel Bolt                      | ammoBolt                                                                  | -   |
| modernmetals:stainlesssteel_door_item           |                0 | Stainless Steel Door                      | door, doorStainlesssteel                                                  | -   |
| modernmetals:stainlesssteel_gear                |                0 | Stainless Steel Gear                      | gear, gearStainlesssteel                                                  | -   |
| modernmetals:stainlesssteel_ingot               |                0 | Stainless Steel Ingot                     | ingotStainlesssteel                                                       | -   |
| modernmetals:stainlesssteel_nugget              |                0 | Stainless Steel Nugget                    | nuggetStainlesssteel                                                      | -   |
| modernmetals:stainlesssteel_ore                 |                0 | Stainless Steel Ore                       | oreStainlesssteel                                                         | -   |
| modernmetals:stainlesssteel_plate               |                0 | Stainless Steel Plate                     | plateStainlesssteel                                                       | -   |
| modernmetals:stainlesssteel_powder              |                0 | Powdered Stainless Steel                  | dustStainlesssteel                                                        | -   |
| modernmetals:stainlesssteel_rod                 |                0 | Stainless Steel Rod                       | rod, rodStainlesssteel, stickStainlesssteel                               | -   |
| modernmetals:stainlesssteel_smallblend          |                0 | Small Pile of Stainless Steel Blend       | smalldustStainlesssteel                                                   | -   |
| modernmetals:stainlesssteel_smallpowder         |                0 | Small Pile of Powdered Stainless Steel    | smalldustStainlesssteel                                                   | -   |
| modernmetals:stainlesssteel_trapdoor            |                0 | Stainless Steel Trapdoor                  | trapdoor, trapdoorStainlesssteel                                          | -   |
| modernmetals:tantalum_arrow                     |                0 | Tantalum Arrow                            | arrowTantalum                                                             | -   |
| modernmetals:tantalum_bars                      |                0 | Tantalum Bars                             | bars, barsTantalum                                                        | -   |
| modernmetals:tantalum_block                     |                0 | Tantalum Block                            | blockTantalum                                                             | -   |
| modernmetals:tantalum_bolt                      |                0 | Tantalum Bolt                             | ammoBolt                                                                  | -   |
| modernmetals:tantalum_door_item                 |                0 | Tantalum Door                             | door, doorTantalum                                                        | -   |
| modernmetals:tantalum_gear                      |                0 | Tantalum Gear                             | gear, gearTantalum                                                        | -   |
| modernmetals:tantalum_ingot                     |                0 | Tantalum Ingot                            | ingotTantalum                                                             | -   |
| modernmetals:tantalum_nugget                    |                0 | Tantalum Nugget                           | nuggetTantalum                                                            | -   |
| modernmetals:tantalum_ore                       |                0 | Tantalum Ore                              | oreTantalum                                                               | -   |
| modernmetals:tantalum_plate                     |                0 | Tantalum Plate                            | plateTantalum                                                             | -   |
| modernmetals:tantalum_powder                    |                0 | Powdered Tantalum                         | dustTantalum                                                              | -   |
| modernmetals:tantalum_rod                       |                0 | Tantalum Rod                              | rod, rodTantalum, stickTantalum                                           | -   |
| modernmetals:tantalum_smallpowder               |                0 | Small Pile of Powdered Tantalum           | smalldustTantalum                                                         | -   |
| modernmetals:tantalum_trapdoor                  |                0 | Tantalum Trapdoor                         | trapdoor, trapdoorTantalum                                                | -   |
| modernmetals:titanium_arrow                     |                0 | Titanium Arrow                            | arrowTitanium                                                             | -   |
| modernmetals:titanium_bars                      |                0 | Titanium Bars                             | bars, barsTitanium                                                        | -   |
| modernmetals:titanium_blend                     |                0 | Titanium Blend                            | dustTitanium                                                              | -   |
| modernmetals:titanium_block                     |                0 | Titanium Block                            | blockTitanium                                                             | -   |
| modernmetals:titanium_bolt                      |                0 | Titanium Bolt                             | ammoBolt                                                                  | -   |
| modernmetals:titanium_door_item                 |                0 | Titanium Door                             | door, doorTitanium                                                        | -   |
| modernmetals:titanium_gear                      |                0 | Titanium Gear                             | gear, gearTitanium                                                        | -   |
| modernmetals:titanium_ingot                     |                0 | Titanium Ingot                            | ingotTitanium                                                             | -   |
| modernmetals:titanium_nugget                    |                0 | Titanium Nugget                           | nuggetTitanium                                                            | -   |
| modernmetals:titanium_ore                       |                0 | Titanium Ore                              | oreTitanium                                                               | -   |
| modernmetals:titanium_plate                     |                0 | Titanium Plate                            | plateTitanium                                                             | -   |
| modernmetals:titanium_powder                    |                0 | Powdered Titanium                         | dustTitanium                                                              | -   |
